"Volksabstimmungen (Ergebnisse Ebene Gemeinde seit 1981)"

"Kanton (-) / Bezirk (>>) / Gemeinde (......)","Datum und Vorlage","Stimmberechtigte","Abgegebene Stimmen","Beteiligung in %","Gültige Stimmzettel","Ja","Nein","Ja in %"
"......Malans","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1620,728,44.9,718,347,371,48.3
"......Landquart","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5772,2712,47.0,2639,1277,1362,48.4
">> Region Maloja","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",11311,6212,54.9,6127,2656,3471,43.3
"......Bever","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",479,288,60.1,287,146,141,50.9
"......Celerina/Schlarigna","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",837,476,56.9,471,168,303,35.7
"......Madulain","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",136,86,63.2,86,39,47,45.3
"......Pontresina","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1137,640,56.3,637,284,353,44.6
"......La Punt-Chamues-ch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",488,248,50.8,248,132,116,53.2
"......Samedan","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1953,1045,53.5,1028,515,513,50.1
"......St. Moritz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2779,1533,55.2,1498,600,898,40.1
"......S-chanf","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",522,251,48.1,246,101,145,41.1
"......Sils im Engadin/Segl","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",450,267,59.3,266,133,133,50.0
"......Silvaplana","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",599,313,52.3,305,130,175,42.6
"......Zuoz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",704,408,58.0,407,185,222,45.5
"......Bregaglia","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1227,657,53.5,648,223,425,34.4
">> Region Moesa","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5704,2532,44.4,2426,945,1481,39.0
"......Buseno","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",86,53,61.6,52,6,46,11.5
"......Castaneda","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",196,80,40.8,76,25,51,32.9
"......Rossa","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",119,54,45.4,53,15,38,28.3
"......Santa Maria in Calanca","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",100,39,39.0,35,14,21,40.0
"......Lostallo","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",517,211,40.8,207,89,118,43.0
"......Mesocco","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",933,288,30.9,284,95,189,33.5
"......Soazza","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",268,108,40.3,106,41,65,38.7
"......Cama","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",362,110,30.4,101,39,62,38.6
"......Grono","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",794,423,53.3,404,174,230,43.1
"......Roveredo (GR)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1613,872,54.1,823,338,485,41.1
"......San Vittore","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",523,214,40.9,207,87,120,42.0
"......Calanca","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",193,80,41.5,78,22,56,28.2
">> Region Plessur","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",29008,12104,41.7,11982,5872,6110,49.0
"......Chur","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",23901,9944,41.6,9836,4938,4898,50.2
"......Churwalden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1403,586,41.8,580,291,289,50.2
"......Arosa","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2341,1037,44.3,1031,405,626,39.3
"......Maladers","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",421,152,36.1,150,77,73,51.3
"......Tschiertschen-Praden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",253,83,32.8,83,28,55,33.7
"......Haldenstein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",689,302,43.8,302,133,169,44.0
">> Region Prättigau / Davos","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",17845,7275,40.8,7166,3331,3835,46.5
"......Davos","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",7166,3193,44.6,3137,1494,1643,47.6
"......Fideris","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",457,146,31.9,146,68,78,46.6
"......Furna","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",135,33,24.4,33,10,23,30.3
"......Jenaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",867,280,32.3,278,115,163,41.4
"......Klosters-Serneus","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3151,1472,46.7,1451,630,821,43.4
"......Conters im Prättigau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",173,48,27.7,48,25,23,52.1
"......Küblis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",562,158,28.1,158,78,80,49.4
"......Luzein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1161,430,37.0,423,168,255,39.7
"......Grüsch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1402,542,38.7,535,252,283,47.1
"......Schiers","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1766,627,35.5,614,302,312,49.2
"......Seewis im Prättigau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1005,346,34.4,343,189,154,55.1
">> Region Surselva","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",16487,7546,45.8,7476,2093,5383,28.0
"......Falera","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",448,283,63.2,281,53,228,18.9
"......Laax","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",991,504,50.9,494,151,343,30.6
"......Sagogn","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",518,237,45.8,236,90,146,38.1
"......Schluein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",376,166,44.1,161,39,122,24.2
"......Vals","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",785,340,43.3,338,90,248,26.6
"......Lumnezia","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1819,825,45.4,818,215,603,26.3
"......Ilanz/Glion","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3405,1397,41.0,1385,441,944,31.8
"......Safiental","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",729,284,39.0,279,97,182,34.8
"......Breil/Brigels","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1480,704,47.6,698,193,505,27.7
"......Disentis/Mustér","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1598,909,56.9,902,265,637,29.4
"......Medel (Lucmagn)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",335,151,45.1,150,59,91,39.3
"......Sumvitg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1016,434,42.7,432,92,340,21.3
"......Tujetsch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1074,525,48.9,521,119,402,22.8
"......Trun","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1019,388,38.1,383,108,275,28.2
"......Obersaxen Mundaun","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",894,399,44.6,398,81,317,20.4
">> Region Viamala","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9210,3586,38.9,3549,1573,1976,44.3
"......Fürstenau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",262,111,42.4,104,46,58,44.2
"......Rothenbrunnen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",221,91,41.2,90,44,46,48.9
"......Scharans","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",646,172,26.6,169,92,77,54.4
"......Sils im Domleschg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",618,239,38.7,239,110,129,46.0
"......Cazis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1447,442,30.5,440,214,226,48.6
"......Flerden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",161,62,38.5,61,37,24,60.7
"......Masein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",334,154,46.1,154,75,79,48.7
"......Thusis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1778,650,36.6,647,284,363,43.9
"......Tschappina","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",116,52,44.8,52,20,32,38.5
"......Urmein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",107,64,59.8,63,15,48,23.8
"......Domleschg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1487,662,44.5,650,312,338,48.0
"......Avers","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",135,65,48.1,65,18,47,27.7
"......Hinterrhein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",55,31,56.4,31,7,24,22.6
"......Nufenen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",110,44,40.0,44,19,25,43.2
"......Splügen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",319,144,45.1,142,53,89,37.3
"......Sufers","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",103,61,59.2,61,28,33,45.9
"......Andeer","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",617,251,40.7,246,104,142,42.3
"......Casti-Wergenstein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",41,14,34.1,14,5,9,35.7
"......Donat","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",165,64,38.8,64,23,41,35.9
"......Lohn (GR)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",38,17,44.7,17,5,12,29.4
"......Mathon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",44,18,40.9,18,1,17,5.6
"......Rongellen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",45,20,44.4,20,3,17,15.0
"......Zillis-Reischen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",289,127,43.9,127,46,81,36.2
"......Ferrera","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",72,31,43.1,31,12,19,38.7
"......GR-Ausland-CH","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",...,...,...,...,...,...,...
"- Aargau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",400215,157260,39.3,155019,78444,76575,50.6
">> Bezirk Aarau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",46618,19486,41.8,19157,10088,9069,52.7
"......Aarau","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",13634,6254,45.9,6110,3377,2733,55.3
"......Biberstein","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1103,506,45.9,500,232,268,46.4
"......Buchs (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4064,1512,37.2,1496,804,692,53.7
"......Densbüren","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",542,174,32.1,171,84,87,49.1
"......Erlinsbach (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2598,1088,41.9,1076,526,550,48.9
"......Gränichen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4623,1719,37.2,1707,906,801,53.1
"......Hirschthal","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1053,459,43.6,449,219,230,48.8
"......Küttigen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4032,1904,47.2,1877,957,920,51.0
"......Muhen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2621,930,35.5,907,412,495,45.4
"......Oberentfelden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4579,1792,39.1,1759,890,869,50.6
"......Suhr","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5359,2078,38.8,2045,1112,933,54.4
"......Unterentfelden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2410,1070,44.4,1060,569,491,53.7
">> Bezirk Baden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",80015,32481,40.6,32010,15593,16417,48.7
"......Baden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",11303,5174,45.8,5088,2534,2554,49.8
"......Bellikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1164,477,41.0,477,237,240,49.7
"......Bergdietikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1728,821,47.5,808,333,475,41.2
"......Birmenstorf (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1755,729,41.5,715,318,397,44.5
"......Ennetbaden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2087,1039,49.8,1023,502,521,49.1
"......Fislisbach","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3390,1210,35.7,1189,539,650,45.3
"......Freienwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",618,307,49.7,304,166,138,54.6
"......Gebenstorf","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2901,1181,40.7,1167,602,565,51.6
"......Killwangen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1095,393,35.9,391,206,185,52.7
"......Künten","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1079,414,38.4,409,188,221,46.0
"......Mägenwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1251,475,38.0,470,204,266,43.4
"......Mellingen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2717,1001,36.8,988,477,511,48.3
"......Neuenhof","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3710,1162,31.3,1151,603,548,52.4
"......Niederrohrdorf","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2419,1025,42.4,1016,468,548,46.1
"......Oberrohrdorf","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2741,1212,44.2,1203,526,677,43.7
"......Obersiggenthal","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4736,2065,43.6,2040,1017,1023,49.9
"......Remetschwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1373,552,40.2,534,235,299,44.0
"......Spreitenbach","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4384,1213,27.7,1192,618,574,51.8
"......Stetten (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1092,403,36.9,397,173,224,43.6
"......Turgi","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1502,563,37.5,551,311,240,56.4
"......Untersiggenthal","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4054,1709,42.2,1683,846,837,50.3
"......Wettingen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",12546,5192,41.4,5109,2558,2551,50.1
"......Wohlenschwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",998,406,40.7,401,198,203,49.4
"......Würenlingen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2620,1008,38.5,996,439,557,44.1
"......Würenlos","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3909,1663,42.5,1631,763,868,46.8
"......Ehrendingen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2843,1087,38.2,1077,532,545,49.4
">> Bezirk Bremgarten","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",45056,17969,39.9,17741,8715,9026,49.1
"......Arni (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1253,555,44.3,546,227,319,41.6
"......Berikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3095,1254,40.5,1236,571,665,46.2
"......Bremgarten (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4905,2092,42.7,2064,1063,1001,51.5
"......Büttikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",637,241,37.8,229,114,115,49.8
"......Dottikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1907,669,35.1,660,362,298,54.8
"......Eggenwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",616,287,46.6,284,144,140,50.7
"......Fischbach-Göslikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1016,375,36.9,369,157,212,42.5
"......Hägglingen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1630,593,36.4,582,302,280,51.9
"......Jonen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1278,523,40.9,520,273,247,52.5
"......Niederwil (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1623,617,38.0,611,274,337,44.8
"......Oberlunkhofen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1371,617,45.0,613,286,327,46.7
"......Oberwil-Lieli","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1598,768,48.1,757,283,474,37.4
"......Rudolfstetten-Friedlisberg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2695,972,36.1,958,512,446,53.4
"......Sarmenstorf","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1735,629,36.3,620,282,338,45.5
"......Tägerig","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",916,347,37.9,341,176,165,51.6
"......Uezwil","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",298,114,38.3,114,51,63,44.7
"......Unterlunkhofen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",934,385,41.2,375,156,219,41.6
"......Villmergen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3817,1321,34.6,1311,687,624,52.4
"......Widen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2578,1165,45.2,1153,540,613,46.8
"......Wohlen (AG)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",7949,2935,36.9,2909,1528,1381,52.5
"......Zufikon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2844,1350,47.5,1331,649,682,48.8
"......Islisberg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",361,160,44.3,158,78,80,49.4
