Kanton,Gemeinde,Schweizer,Ausländer,Einbürgerungen,Ja,Nein,Anteil Schweizer,Anteil Ausl,Anteil Ja,Anteil Nein,Einwohner,Quantile
BE,Freimettigen,420,29,1,133,66,0.9354120267,0.06458797327,0.6683417085,0.3316582915,449,0% - 25%
BL,Frenkendorf,4437,1859,20,974,867,0.7047331639,0.2952668361,0.5290602933,0.4709397067,6296,75% - 90%
NE,Fresens,216,7,0,45,79,0.9686098655,0.03139013453,0.3629032258,0.6370967742,223,0% - 25%
FR,Fribourg,23667,12966,126,3899,7423,0.646056834,0.353943166,0.3443737856,0.6556262144,36633,99% - 100%
AG,Frick,3790,1260,37,888,791,0.7504950495,0.2495049505,0.5288862418,0.4711137582,5050,75% - 90%
VD,Froideville,1738,251,12,395,482,0.8738059326,0.1261940674,0.4503990878,0.5496009122,1989,50% - 75%
BE,Frutigen,6273,419,9,1989,884,0.9373879259,0.06261207412,0.6923076923,0.3076923077,6692,75% - 90%
GR,Ftan,457,75,0,62,126,0.8590225564,0.1409774436,0.329787234,0.670212766,532,0% - 25%
SO,Fulenbach,1519,157,0,419,282,0.9063245823,0.09367541766,0.5977175464,0.4022824536,1676,50% - 75%
AG,Full-Reuenthal,699,103,4,204,115,0.8715710723,0.1284289277,0.6394984326,0.3605015674,802,25% - 50%
BL,Füllinsdorf,3207,1104,21,796,694,0.7439109255,0.2560890745,0.5342281879,0.4657718121,4311,75% - 90%
VS,Fully,6470,1504,37,1443,1791,0.8113870078,0.1886129922,0.4461966605,0.5538033395,7974,90% - 99%
GR,Furna,183,3,0,52,25,0.9838709677,0.01612903226,0.6753246753,0.3246753247,186,0% - 25%
GR,Fürstenau,334,33,1,69,73,0.9100817439,0.08991825613,0.485915493,0.514084507,367,0% - 25%
SH,Gächlingen,719,60,0,275,161,0.9229781772,0.07702182285,0.630733945,0.369266055,779,25% - 50%
TG,Gachnang,3067,436,10,767,554,0.8755352555,0.1244647445,0.5806207419,0.4193792581,3503,75% - 90%
AR,Gais,2664,354,7,725,657,0.8827037773,0.1172962227,0.524602026,0.475397974,3018,50% - 75%
SG,Gaiserwald,7004,1014,33,1697,1597,0.8735345473,0.1264654527,0.5151791135,0.4848208865,8018,90% - 99%
SZ,Galgenen,4009,936,10,1361,631,0.8107178969,0.1892821031,0.6832329317,0.3167670683,4945,75% - 90%
FR,Galmiz,530,100,0,131,92,0.8412698413,0.1587301587,0.5874439462,0.4125560538,630,25% - 50%
BE,Gals,667,55,0,141,133,0.9238227147,0.07617728532,0.5145985401,0.4854014599,722,25% - 50%
TI,Gambarogno,4007,1008,25,1174,584,0.799002991,0.200997009,0.6678043231,0.3321956769,5015,75% - 90%
VS,Gampel-Bratsch,1723,198,5,594,415,0.896928683,0.103071317,0.5887016848,0.4112983152,1921,50% - 75%
BE,Gampelen,691,105,0,169,145,0.8680904523,0.1319095477,0.5382165605,0.4617834395,796,25% - 50%
SG,Gams,2551,629,1,691,472,0.8022012579,0.1977987421,0.5941530525,0.4058469475,3180,50% - 75%
SO,Gänsbrunnen,96,3,0,30,10,0.9696969697,0.0303030303,0.75,0.25,99,0% - 25%
AG,Gansingen,905,67,0,272,196,0.9310699588,0.06893004115,0.5811965812,0.4188034188,972,25% - 50%
AG,Gebenstorf,3517,1284,17,841,802,0.7325557176,0.2674442824,0.5118685332,0.4881314668,4801,75% - 90%
BE,Gelterfingen,245,9,0,91,31,0.9645669291,0.03543307087,0.7459016393,0.2540983607,254,0% - 25%
BL,Gelterkinden,4723,1010,8,1021,1090,0.8238269667,0.1761730333,0.4836570346,0.5163429654,5733,75% - 90%
AG,Geltwil,165,23,0,36,37,0.8776595745,0.1223404255,0.4931506849,0.5068493151,188,0% - 25%
SO,Gempen,693,159,0,169,155,0.8133802817,0.1866197183,0.5216049383,0.4783950617,852,25% - 50%
FR,Gempenach,251,40,0,77,51,0.8625429553,0.1374570447,0.6015625,0.3984375,291,0% - 25%
GE,Genève,100747,88286,848,17155,28137,0.5329598536,0.4670401464,0.3787644617,0.6212355383,189033,99% - 100%
VD,Genolier,1259,559,13,231,441,0.6925192519,0.3074807481,0.34375,0.65625,1818,50% - 75%
GE,Genthod,1740,951,19,332,495,0.646599777,0.353400223,0.4014510278,0.5985489722,2691,50% - 75%
SO,Gerlafingen,3077,1811,31,773,448,0.6295008183,0.3704991817,0.6330876331,0.3669123669,4888,75% - 90%
ZH,Geroldswil,3640,1115,28,984,659,0.7655099895,0.2344900105,0.5989044431,0.4010955569,4755,75% - 90%
SZ,Gersau,1725,393,2,523,387,0.8144475921,0.1855524079,0.5747252747,0.4252747253,2118,50% - 75%
BE,Gerzensee,1113,71,0,304,206,0.9400337838,0.05996621622,0.5960784314,0.4039215686,1184,25% - 50%
LU,Gettnau,856,177,2,247,113,0.8286544046,0.1713455954,0.6861111111,0.3138888889,1033,25% - 50%
LU,Geuensee,2035,557,13,541,324,0.7851080247,0.2148919753,0.625433526,0.374566474,2592,50% - 75%
BL,Giebenach,823,206,5,234,119,0.7998056365,0.2001943635,0.6628895184,0.3371104816,1029,25% - 50%
VD,Giez,361,38,1,61,94,0.9047619048,0.09523809524,0.3935483871,0.6064516129,399,0% - 25%
FR,Giffers,1333,98,4,400,208,0.9315164221,0.06848357792,0.6578947368,0.3421052632,1431,50% - 75%
VD,Gilly,740,256,2,171,208,0.7429718876,0.2570281124,0.4511873351,0.5488126649,996,25% - 50%
VD,Gimel,1398,407,6,275,337,0.7745152355,0.2254847645,0.4493464052,0.5506535948,1805,50% - 75%
VD,Gingins,873,340,14,157,261,0.7197032152,0.2802967848,0.3755980861,0.6244019139,1213,25% - 50%
TI,Giornico,622,236,7,205,78,0.7249417249,0.2750582751,0.7243816254,0.2756183746,858,25% - 50%
AG,Gipf-Oberfrick,2955,394,7,708,734,0.8823529412,0.1176470588,0.4909847434,0.5090152566,3349,75% - 90%
LU,Gisikon,958,190,5,276,168,0.8344947735,0.1655052265,0.6216216216,0.3783783784,1148,25% - 50%
OW,Giswil,3229,378,12,922,575,0.8952037704,0.1047962296,0.6158984636,0.3841015364,3607,75% - 90%
TI,Giubiasco,6130,2330,40,1855,929,0.7245862884,0.2754137116,0.6663074713,0.3336925287,8460,90% - 99%
FR,Givisiez,2087,956,11,395,532,0.6858363457,0.3141636543,0.4261057174,0.5738942826,3043,50% - 75%
VD,Givrins,663,302,6,127,245,0.6870466321,0.3129533679,0.3413978495,0.6586021505,965,25% - 50%
VD,Gland,7723,3970,62,1360,2034,0.6604806294,0.3395193706,0.4007071302,0.5992928698,11693,90% - 99%
GL,Glarus,9321,2991,34,2136,1763,0.7570662768,0.2429337232,0.5478327776,0.4521672224,12312,90% - 99%
GL,Glarus Nord,13374,3824,27,3327,1977,0.7776485638,0.2223514362,0.6272624434,0.3727375566,17198,90% - 99%
GL,Glarus Süd,8100,1759,21,2361,1610,0.8215843392,0.1784156608,0.5945605641,0.4054394359,9859,90% - 99%
ZH,Glattfelden,3565,985,13,1008,669,0.7835164835,0.2164835165,0.6010733453,0.3989266547,4550,75% - 90%
FR,Gletterens,794,117,1,230,147,0.8715697036,0.1284302964,0.6100795756,0.3899204244,911,25% - 50%
TI,Gnosca,633,87,0,200,75,0.8791666667,0.1208333333,0.7272727273,0.2727272727,720,25% - 50%
BE,Golaten,269,26,0,105,37,0.9118644068,0.08813559322,0.7394366197,0.2605633803,295,0% - 25%
SG,Goldach,7064,2087,33,1775,1410,0.7719374932,0.2280625068,0.557299843,0.442700157,9151,90% - 99%
VD,Gollion,627,100,0,141,186,0.8624484182,0.1375515818,0.4311926606,0.5688073394,727,25% - 50%
SG,Gommiswald,4326,570,1,1350,638,0.8835784314,0.1164215686,0.6790744467,0.3209255533,4896,75% - 90%
BE,Gondiswil,730,16,0,231,90,0.9785522788,0.02144772118,0.7196261682,0.2803738318,746,25% - 50%
AI,Gonten,1392,60,1,398,155,0.958677686,0.04132231405,0.7197106691,0.2802893309,1452,50% - 75%
AG,Gontenschwil,1750,327,3,567,244,0.8425613866,0.1574386134,0.6991368681,0.3008631319,2077,50% - 75%
TI,Gordola,3630,780,9,1051,493,0.8231292517,0.1768707483,0.6806994819,0.3193005181,4410,75% - 90%
TI,Gorduno,616,111,2,164,94,0.8473177442,0.1526822558,0.6356589147,0.3643410853,727,25% - 50%
NE,Gorgier,1621,342,3,324,495,0.8257768721,0.1742231279,0.3956043956,0.6043956044,1963,50% - 75%
UR,Göschenen,381,53,1,107,56,0.8778801843,0.1221198157,0.6564417178,0.3435582822,434,0% - 25%
SG,Gossau (SG),14519,3422,29,3786,2863,0.8092636977,0.1907363023,0.5694089337,0.4305910663,17941,90% - 99%
ZH,Gossau (ZH),8447,1278,15,2290,1650,0.8685861183,0.1314138817,0.5812182741,0.4187817259,9725,90% - 99%
TG,Gottlieben,190,107,1,46,59,0.6397306397,0.3602693603,0.4380952381,0.5619047619,297,0% - 25%
VD,Goumoëns,780,108,3,184,209,0.8783783784,0.1216216216,0.4681933842,0.5318066158,888,25% - 50%
BE,Graben,288,17,2,97,34,0.9442622951,0.05573770492,0.7404580153,0.2595419847,305,0% - 25%
SG,Grabs,5722,1221,18,1370,1116,0.824139421,0.175860579,0.5510860821,0.4489139179,6943,75% - 90%
VS,Grächen,1264,144,0,318,211,0.8977272727,0.1022727273,0.6011342155,0.3988657845,1408,50% - 75%
VS,Grafschaft,182,12,5,70,37,0.9381443299,0.0618556701,0.6542056075,0.3457943925,194,0% - 25%
TI,Grancia,339,157,8,145,31,0.6834677419,0.3165322581,0.8238636364,0.1761363636,496,0% - 25%
VD,Grancy,332,65,0,50,126,0.8362720403,0.1637279597,0.2840909091,0.7159090909,397,0% - 25%
VD,Grandcour,711,77,1,175,181,0.902284264,0.09771573604,0.4915730337,0.5084269663,788,25% - 50%
VD,Grandevent,196,21,2,53,64,0.9032258065,0.09677419355,0.452991453,0.547008547,217,0% - 25%
JU,Grandfontaine,359,14,0,50,107,0.9624664879,0.03753351206,0.3184713376,0.6815286624,373,0% - 25%
VD,Grandson,2563,600,12,461,721,0.8103066709,0.1896933291,0.3900169205,0.6099830795,3163,50% - 75%
BE,Grandval,319,22,1,87,56,0.935483871,0.06451612903,0.6083916084,0.3916083916,341,0% - 25%
FR,Grandvillard,689,89,4,162,138,0.8856041131,0.1143958869,0.54,0.46,778,25% - 50%
FR,Granges (Veveyse),717,126,1,140,198,0.8505338078,0.1494661922,0.4142011834,0.5857988166,843,25% - 50%
FR,Granges-Paccot,2074,852,10,383,457,0.7088174983,0.2911825017,0.455952381,0.544047619,2926,50% - 75%
FR,Grangettes,165,25,0,49,37,0.8684210526,0.1315789474,0.5697674419,0.4302325581,190,0% - 25%
AG,Gränichen,5733,1430,15,1559,1015,0.8003629764,0.1996370236,0.6056721057,0.3943278943,7163,90% - 99%
TI,Gravesano,1020,202,2,357,125,0.8346972177,0.1653027823,0.7406639004,0.2593360996,1222,25% - 50%
ZH,Greifensee,4298,928,27,951,1173,0.8224263299,0.1775736701,0.447740113,0.552259887,5226,75% - 90%
BL,Grellingen,1297,480,4,358,235,0.7298818233,0.2701181767,0.6037099494,0.3962900506,1777,50% - 75%
SO,Grenchen,11143,5030,70,2826,1778,0.6889878192,0.3110121808,0.6138140747,0.3861859253,16173,90% - 99%
FR,Greng,144,13,1,51,35,0.9171974522,0.08280254777,0.5930232558,0.4069767442,157,0% - 25%
VS,Grengiols,445,21,0,95,69,0.9549356223,0.04506437768,0.5792682927,0.4207317073,466,0% - 25%
VD,Grens,283,84,0,38,105,0.7711171662,0.2288828338,0.2657342657,0.7342657343,367,0% - 25%
LU,Greppen,886,164,1,208,193,0.8438095238,0.1561904762,0.5187032419,0.4812967581,1050,25% - 50%
TI,Gresso,35,0,0,23,6,1,0,0.7931034483,0.2068965517,35,0% - 25%
SO,Gretzenbach,2037,426,2,570,447,0.8270401949,0.1729598051,0.5604719764,0.4395280236,2463,50% - 75%
VS,Grimisuat,2573,403,11,545,843,0.8645833333,0.1354166667,0.3926512968,0.6073487032,2976,50% - 75%
SO,Grindel,454,17,0,136,61,0.9639065817,0.03609341826,0.6903553299,0.3096446701,471,0% - 25%
BE,Grindelwald,3070,691,2,838,392,0.816272268,0.183727732,0.681300813,0.318699187,3761,75% - 90%
FR,Grolley,1511,347,1,346,299,0.8132400431,0.1867599569,0.5364341085,0.4635658915,1858,50% - 75%
VS,Grône,1857,418,3,470,446,0.8162637363,0.1837362637,0.5131004367,0.4868995633,2275,50% - 75%
GR,Grono,686,301,2,249,90,0.695035461,0.304964539,0.7345132743,0.2654867257,987,25% - 50%
BE,Grossaffoltern,2678,135,9,676,578,0.9520085318,0.04799146818,0.5390749601,0.4609250399,2813,50% - 75%
LU,Grossdietwil,791,62,0,192,130,0.9273153576,0.07268464244,0.5962732919,0.4037267081,853,25% - 50%
BE,Grosshöchstetten,3001,286,3,770,741,0.9129905689,0.08700943109,0.5095962938,0.4904037062,3287,75% - 90%
LU,Grosswangen,2716,358,4,885,574,0.8835393624,0.1164606376,0.6065798492,0.3934201508,3074,50% - 75%
AR,Grub (AR),896,125,1,250,181,0.8775710088,0.1224289912,0.5800464037,0.4199535963,1021,25% - 50%
ZH,Grüningen,2832,397,2,793,609,0.8770517188,0.1229482812,0.5656205421,0.4343794579,3229,50% - 75%
GR,Grüsch,1775,146,6,410,337,0.9239979178,0.07600208225,0.5488621151,0.4511378849,1921,50% - 75%
FR,Gruyères,1659,368,7,307,370,0.8184509127,0.1815490873,0.4534711965,0.5465288035,2027,50% - 75%
VD,Gryon,856,346,9,191,211,0.7121464226,0.2878535774,0.4751243781,0.5248756219,1202,25% - 50%
BE,Gsteig,842,135,0,220,100,0.8618219038,0.1381780962,0.6875,0.3125,977,25% - 50%
BE,Gsteigwiler,389,31,1,101,78,0.9261904762,0.07380952381,0.5642458101,0.4357541899,420,0% - 25%
GR,Guarda,141,20,1,26,38,0.8757763975,0.1242236025,0.40625,0.59375,161,0% - 25%
TI,Gudo,662,141,0,202,90,0.8244084682,0.1755915318,0.6917808219,0.3082191781,803,25% - 50%
BE,Guggisberg,1512,41,0,438,149,0.9735994849,0.02640051513,0.7461669506,0.2538330494,1553,50% - 75%
BE,Gündlischwand,275,24,0,87,29,0.9197324415,0.08026755853,0.75,0.25,299,0% - 25%
SO,Günsberg,1044,98,0,343,198,0.9141856392,0.08581436077,0.6340110906,0.3659889094,1142,25% - 50%
SO,Gunzgen,1445,191,4,411,253,0.8832518337,0.1167481663,0.6189759036,0.3810240964,1636,50% - 75%
BE,Gurbrü,227,27,0,78,34,0.8937007874,0.1062992126,0.6964285714,0.3035714286,254,0% - 25%
FR,Gurmels,3619,308,2,831,632,0.9215686275,0.07843137255,0.5680109364,0.4319890636,3927,75% - 90%
UR,Gurtnellen,547,36,0,117,71,0.9382504288,0.06174957118,0.6223404255,0.3776595745,583,0% - 25%
BE,Gurzelen,799,18,0,225,116,0.9779681763,0.02203182375,0.6598240469,0.3401759531,817,25% - 50%
BE,Guttannen,278,39,0,69,38,0.8769716088,0.1230283912,0.6448598131,0.3551401869,317,0% - 25%
VS,Guttet-Feschel,418,25,1,119,79,0.9435665914,0.05643340858,0.601010101,0.398989899,443,0% - 25%
TG,Güttingen,1201,284,5,341,251,0.8087542088,0.1912457912,0.5760135135,0.4239864865,1485,50% - 75%
GE,Gy,396,84,0,58,131,0.825,0.175,0.3068783069,0.6931216931,480,0% - 25%
BE,Habkern,592,42,1,191,46,0.9337539432,0.06624605678,0.805907173,0.194092827,634,25% - 50%
AG,Habsburg,389,25,0,137,84,0.9396135266,0.06038647343,0.6199095023,0.3800904977,414,0% - 25%
BL,Häfelfingen,263,17,0,88,43,0.9392857143,0.06071428571,0.6717557252,0.3282442748,280,0% - 25%
ZH,Hagenbuch,993,110,2,331,137,0.9002719855,0.09972801451,0.7072649573,0.2927350427,1103,25% - 50%
SO,Hägendorf,3707,977,18,1048,726,0.7914175918,0.2085824082,0.5907553551,0.4092446449,4684,75% - 90%
SG,Häggenschwil,1119,95,4,299,229,0.9217462932,0.07825370675,0.5662878788,0.4337121212,1214,25% - 50%
AG,Hägglingen,2039,273,3,571,344,0.8819204152,0.1180795848,0.6240437158,0.3759562842,2312,50% - 75%
BE,Hagneck,386,20,1,121,67,0.9507389163,0.04926108374,0.6436170213,0.3563829787,406,0% - 25%
GR,Haldenstein,888,115,1,171,206,0.8853439681,0.1146560319,0.4535809019,0.5464190981,1003,25% - 50%
SH,Hallau,1733,332,5,700,335,0.8392251816,0.1607748184,0.6763285024,0.3236714976,2065,50% - 75%
AG,Hallwil,643,106,0,194,86,0.8584779706,0.1415220294,0.6928571429,0.3071428571,749,25% - 50%
SO,Halten,799,62,0,214,167,0.9279907085,0.07200929152,0.56167979,0.43832021,861,25% - 50%
SO,Härkingen,1224,195,1,376,217,0.8625792812,0.1374207188,0.6340640809,0.3659359191,1419,50% - 75%
LU,Hasle (LU),1700,51,0,557,211,0.9708737864,0.02912621359,0.7252604167,0.2747395833,1751,50% - 75%
BE,Hasle bei Burgdorf,3016,168,1,705,426,0.9472361809,0.0527638191,0.6233421751,0.3766578249,3184,50% - 75%
BE,Hasliberg,1016,211,1,253,160,0.8280358598,0.1719641402,0.612590799,0.387409201,1227,25% - 50%
SO,Hauenstein-Ifenthal,297,19,1,73,77,0.9398734177,0.06012658228,0.4866666667,0.5133333333,316,0% - 25%
TG,Hauptwil-Gottshaus,1685,196,2,454,249,0.8958001063,0.1041998937,0.6458036984,0.3541963016,1881,50% - 75%
AG,Hausen (AG),2465,652,3,719,508,0.7908245107,0.2091754893,0.5859820701,0.4140179299,3117,50% - 75%
ZH,Hausen am Albis,2945,431,20,699,779,0.8723341232,0.1276658768,0.4729364005,0.5270635995,3376,75% - 90%
FR,Haut-Intyamon,1230,194,0,258,266,0.8637640449,0.1362359551,0.4923664122,0.5076335878,1424,50% - 75%
FR,Haut-Vully,1223,145,1,264,399,0.894005848,0.105994152,0.3981900452,0.6018099548,1368,50% - 75%
JU,Haute-Ajoie,907,85,0,224,210,0.9143145161,0.08568548387,0.5161290323,0.4838709677,992,25% - 50%
JU,Haute-Sorne,5877,935,32,1077,1221,0.8627422196,0.1372577804,0.4686684073,0.5313315927,6812,75% - 90%
FR,Hauterive (FR),1965,303,2,365,483,0.8664021164,0.1335978836,0.4304245283,0.5695754717,2268,50% - 75%
NE,Hauterive (NE),1953,646,18,325,660,0.7514428626,0.2485571374,0.3299492386,0.6700507614,2599,50% - 75%
FR,Hauteville,512,49,1,112,101,0.9126559715,0.08734402852,0.5258215962,0.4741784038,561,0% - 25%
BE,Häutligen,250,2,0,89,22,0.9920634921,0.007936507937,0.8018018018,0.1981981982,252,0% - 25%
ZH,Hedingen,3002,509,16,732,862,0.8550270578,0.1449729422,0.4592220828,0.5407779172,3511,75% - 90%
TG,Hefenhofen,1063,156,2,275,163,0.872026251,0.127973749,0.6278538813,0.3721461187,1219,25% - 50%
AR,Heiden,3238,774,16,813,711,0.8070787637,0.1929212363,0.5334645669,0.4665354331,4012,75% - 90%
BE,Heiligenschwendi,617,64,9,185,126,0.906020558,0.093979442,0.5948553055,0.4051446945,681,25% - 50%
BE,Heimberg,5894,571,19,1578,939,0.9116782676,0.08832173241,0.6269368296,0.3730631704,6465,75% - 90%
BE,Heimenhausen,963,53,0,291,148,0.9478346457,0.05216535433,0.6628701595,0.3371298405,1016,25% - 50%
BE,Heimiswil,1525,66,4,409,224,0.9585166562,0.04148334381,0.6461295419,0.3538704581,1591,50% - 75%
FR,Heitenried,1330,36,4,310,242,0.9736456808,0.02635431918,0.5615942029,0.4384057971,1366,50% - 75%
AG,Hellikon,741,40,2,257,86,0.9487836108,0.05121638924,0.749271137,0.250728863,781,25% - 50%
SG,Hemberg,864,61,2,287,154,0.9340540541,0.06594594595,0.6507936508,0.3492063492,925,25% - 50%
SH,Hemishofen,369,62,0,167,73,0.8561484919,0.1438515081,0.6958333333,0.3041666667,431,0% - 25%
BL,Hemmiken,260,12,0,84,42,0.9558823529,0.04411764706,0.6666666667,0.3333333333,272,0% - 25%
AG,Hendschiken,868,145,4,218,142,0.8568608095,0.1431391905,0.6055555556,0.3944444444,1013,25% - 50%
ZH,Henggart,2047,207,12,564,445,0.9081632653,0.09183673469,0.5589692765,0.4410307235,2254,50% - 75%
VD,Henniez,228,48,0,47,36,0.8260869565,0.1739130435,0.5662650602,0.4337349398,276,0% - 25%
SO,Herbetswil,508,47,0,142,84,0.9153153153,0.08468468468,0.6283185841,0.3716814159,555,0% - 25%
BE,Herbligen,547,32,1,161,75,0.9447322971,0.05526770294,0.6822033898,0.3177966102,579,0% - 25%
TG,Herdern,889,71,2,251,185,0.9260416667,0.07395833333,0.5756880734,0.4243119266,960,25% - 50%
VS,Hérémence,1315,86,4,412,395,0.9386152748,0.0613847252,0.5105328377,0.4894671623,1401,50% - 75%
NW,Hergiswil (NW),4450,1037,11,1330,970,0.8110078367,0.1889921633,0.5782608696,0.4217391304,5487,75% - 90%
LU,Hergiswil bei Willisau,1739,92,0,552,238,0.9497542327,0.05024576734,0.6987341772,0.3012658228,1831,50% - 75%
AR,Herisau,12239,2983,52,2946,2474,0.8040336355,0.1959663645,0.5435424354,0.4564575646,15222,90% - 99%
GE,Hermance,667,298,2,106,226,0.6911917098,0.3088082902,0.3192771084,0.6807228916,965,25% - 50%
VD,Hermenches,318,44,0,71,58,0.8784530387,0.1215469613,0.5503875969,0.4496124031,362,0% - 25%
BE,Hermiswil,90,9,0,23,21,0.9090909091,0.09090909091,0.5227272727,0.4772727273,99,0% - 25%
BE,Hermrigen,239,15,0,79,32,0.9409448819,0.05905511811,0.7117117117,0.2882882883,254,0% - 25%
ZH,Herrliberg,4962,1186,42,1277,1475,0.8070917372,0.1929082628,0.4640261628,0.5359738372,6148,75% - 90%
BL,Hersberg,284,32,0,86,42,0.8987341772,0.1012658228,0.671875,0.328125,316,0% - 25%
AG,Herznach,1242,150,2,336,226,0.8922413793,0.1077586207,0.5978647687,0.4021352313,1392,50% - 75%
BE,Herzogenbuchsee,5813,1055,28,1205,1283,0.8463890507,0.1536109493,0.4843247588,0.5156752412,6868,75% - 90%
ZH,Hettlingen,2772,223,8,743,686,0.925542571,0.07445742905,0.5199440168,0.4800559832,2995,50% - 75%
LU,Hildisrieden,1809,160,5,492,484,0.9187404774,0.0812595226,0.5040983607,0.4959016393,1969,50% - 75%
BE,Hilterfingen,3727,334,8,875,1000,0.9177542477,0.08224575228,0.4666666667,0.5333333333,4061,75% - 90%
SO,Himmelried,827,98,0,250,215,0.8940540541,0.1059459459,0.5376344086,0.4623655914,925,25% - 50%
BE,Hindelbank,1961,205,5,482,384,0.905355494,0.094644506,0.5565819861,0.4434180139,2166,50% - 75%
GR,Hinterrhein,66,0,0,10,24,1,0,0.2941176471,0.7058823529,66,0% - 25%
ZH,Hinwil,8918,1697,35,2618,1724,0.8401318888,0.1598681112,0.6029479503,0.3970520497,10615,90% - 99%
AG,Hirschthal,1320,173,2,423,203,0.884125921,0.115874079,0.6757188498,0.3242811502,1493,50% - 75%
ZH,Hirzel,1821,313,3,417,451,0.8533270853,0.1466729147,0.4804147465,0.5195852535,2134,50% - 75%
ZH,Hittnau,3231,277,1,949,646,0.9210376283,0.07896237172,0.594984326,0.405015674,3508,75% - 90%
LU,Hitzkirch,4196,636,54,1130,810,0.8683774834,0.1316225166,0.5824742268,0.4175257732,4832,75% - 90%
LU,Hochdorf,7058,1819,16,1585,1608,0.7950884308,0.2049115692,0.4963983714,0.5036016286,8877,90% - 99%
ZH,Hochfelden,1721,301,9,531,282,0.8511374876,0.1488625124,0.6531365314,0.3468634686,2022,50% - 75%
BE,Höchstetten,443,17,0,132,54,0.9630434783,0.03695652174,0.7096774194,0.2903225806,460,0% - 25%
SO,Hochwald,1157,136,3,291,335,0.8948182521,0.1051817479,0.46485623,0.53514377,1293,25% - 50%
ZH,Hofstetten (ZH),461,21,0,192,72,0.9564315353,0.04356846473,0.7272727273,0.2727272727,482,0% - 25%
BE,Hofstetten bei Brienz,498,35,0,153,89,0.9343339587,0.06566604128,0.632231405,0.367768595,533,0% - 25%
SO,Hofstetten-Flüh,2636,478,3,608,675,0.8464996789,0.1535003211,0.4738893219,0.5261106781,3114,50% - 75%
LU,Hohenrain,2257,161,3,699,384,0.9334160463,0.06658395368,0.6454293629,0.3545706371,2418,50% - 75%
TG,Hohentannen,552,56,2,174,65,0.9078947368,0.09210526316,0.7280334728,0.2719665272,608,25% - 50%
AG,Holderbank (AG),730,271,9,236,85,0.7292707293,0.2707292707,0.7352024922,0.2647975078,1001,25% - 50%
SO,Holderbank (SO),566,69,0,156,79,0.8913385827,0.1086614173,0.6638297872,0.3361702128,635,25% - 50%
BL,Hölstein,2002,361,9,464,434,0.8472280999,0.1527719001,0.5167037862,0.4832962138,2363,50% - 75%
AG,Holziken,1062,196,9,326,112,0.8441971383,0.1558028617,0.7442922374,0.2557077626,1258,25% - 50%
BE,Homberg,500,9,0,171,53,0.9823182711,0.01768172888,0.7633928571,0.2366071429,509,0% - 25%
ZH,Hombrechtikon,6586,1533,35,1749,1436,0.8111836433,0.1888163567,0.5491365777,0.4508634223,8119,90% - 99%
TG,Homburg,1359,109,0,426,184,0.9257493188,0.0742506812,0.6983606557,0.3016393443,1468,50% - 75%
LU,Honau,336,30,2,82,72,0.9180327869,0.08196721311,0.5324675325,0.4675324675,366,0% - 25%
ZH,Horgen,13666,5616,151,2985,3354,0.7087439062,0.2912560938,0.4708944628,0.5291055372,19282,90% - 99%
ZH,Höri,1823,796,17,511,228,0.6960672012,0.3039327988,0.6914749662,0.3085250338,2619,50% - 75%
TG,Horn,2169,418,5,509,405,0.8384228836,0.1615771164,0.556892779,0.443107221,2587,50% - 75%
